0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,60,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,60,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,60,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,60,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,60,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,60,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,60,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,60,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,60,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,60,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,60,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0
0,0,60,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0
0,0,60,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0
0,0,60,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0
0,0,60,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0
0,0,60,0,0,90,0,0,0,0,0,0,0,0,0,0,0,35
0,0,60,0,0,90,0,0,0,0,0,0,0,0,0,0,0,35
0,0,60,0,0,90,0,0,0,0,0,0,0,0,0,0,0,35
0,0,60,0,0,90,0,0,0,0,0,0,0,0,0,0,0,35
